cty,name,kir_rA_gP_pall,kir_rA_gP_pall_l,kir_rA_gP_p100,kir_rA_gP_p100_l,kir_rA_gP_p75,kir_rA_gP_p75_l,kir_rA_gP_p25,kir_rA_gP_p25_l,kir_rA_gP_p1,kir_rA_gP_p1_l,kir_rA_gP_p50,kir_rA_gP_p50_l,kir_rA_gF_pall,kir_rA_gF_pall_l,kir_rA_gF_p100,kir_rA_gF_p100_l,kir_rA_gF_p75,kir_rA_gF_p75_l,kir_rA_gF_p25,kir_rA_gF_p25_l,kir_rA_gF_p1,kir_rA_gF_p1_l,kir_rA_gF_p50,kir_rA_gF_p50_l,kir_rA_gM_pall,kir_rA_gM_pall_l,kir_rA_gM_p100,kir_rA_gM_p100_l,kir_rA_gM_p75,kir_rA_gM_p75_l,kir_rA_gM_p25,kir_rA_gM_p25_l,kir_rA_gM_p1,kir_rA_gM_p1_l,kir_rA_gM_p50,kir_rA_gM_p50_l,kir_rP_gP_pall,kir_rP_gP_pall_l,kir_rP_gP_p100,kir_rP_gP_p100_l,kir_rP_gP_p75,kir_rP_gP_p75_l,kir_rP_gP_p25,kir_rP_gP_p25_l,kir_rP_gP_p1,kir_rP_gP_p1_l,kir_rP_gP_p50,kir_rP_gP_p50_l,kir_rP_gF_pall,kir_rP_gF_pall_l,kir_rP_gF_p100,kir_rP_gF_p100_l,kir_rP_gF_p75,kir_rP_gF_p75_l,kir_rP_gF_p25,kir_rP_gF_p25_l,kir_rP_gF_p1,kir_rP_gF_p1_l,kir_rP_gF_p50,kir_rP_gF_p50_l,kir_rP_gM_pall,kir_rP_gM_pall_l,kir_rP_gM_p100,kir_rP_gM_p100_l,kir_rP_gM_p75,kir_rP_gM_p75_l,kir_rP_gM_p25,kir_rP_gM_p25_l,kir_rP_gM_p1,kir_rP_gM_p1_l,kir_rP_gM_p50,kir_rP_gM_p50_l,kir_rB_gP_pall,kir_rB_gP_pall_l,kir_rB_gP_p100,kir_rB_gP_p100_l,kir_rB_gP_p75,kir_rB_gP_p75_l,kir_rB_gP_p25,kir_rB_gP_p25_l,kir_rB_gP_p1,kir_rB_gP_p1_l,kir_rB_gP_p50,kir_rB_gP_p50_l,kir_rB_gF_pall,kir_rB_gF_pall_l,kir_rB_gF_p100,kir_rB_gF_p100_l,kir_rB_gF_p75,kir_rB_gF_p75_l,kir_rB_gF_p25,kir_rB_gF_p25_l,kir_rB_gF_p1,kir_rB_gF_p1_l,kir_rB_gF_p50,kir_rB_gF_p50_l,kir_rB_gM_pall,kir_rB_gM_pall_l,kir_rB_gM_p100,kir_rB_gM_p100_l,kir_rB_gM_p75,kir_rB_gM_p75_l,kir_rB_gM_p25,kir_rB_gM_p25_l,kir_rB_gM_p1,kir_rB_gM_p1_l,kir_rB_gM_p50,kir_rB_gM_p50_l,kir_rW_gP_pall,kir_rW_gP_pall_l,kir_rW_gP_p100,kir_rW_gP_p100_l,kir_rW_gP_p75,kir_rW_gP_p75_l,kir_rW_gP_p25,kir_rW_gP_p25_l,kir_rW_gP_p1,kir_rW_gP_p1_l,kir_rW_gP_p50,kir_rW_gP_p50_l,kir_rW_gF_pall,kir_rW_gF_pall_l,kir_rW_gF_p100,kir_rW_gF_p100_l,kir_rW_gF_p75,kir_rW_gF_p75_l,kir_rW_gF_p25,kir_rW_gF_p25_l,kir_rW_gF_p1,kir_rW_gF_p1_l,kir_rW_gF_p50,kir_rW_gF_p50_l,kir_rW_gM_pall,kir_rW_gM_pall_l,kir_rW_gM_p100,kir_rW_gM_p100_l,kir_rW_gM_p75,kir_rW_gM_p75_l,kir_rW_gM_p25,kir_rW_gM_p25_l,kir_rW_gM_p1,kir_rW_gM_p1_l,kir_rW_gM_p50,kir_rW_gM_p50_l,kir_rH_gP_pall,kir_rH_gP_pall_l,kir_rH_gP_p100,kir_rH_gP_p100_l,kir_rH_gP_p75,kir_rH_gP_p75_l,kir_rH_gP_p25,kir_rH_gP_p25_l,kir_rH_gP_p1,kir_rH_gP_p1_l,kir_rH_gP_p50,kir_rH_gP_p50_l,kir_rH_gF_pall,kir_rH_gF_pall_l,kir_rH_gF_p100,kir_rH_gF_p100_l,kir_rH_gF_p75,kir_rH_gF_p75_l,kir_rH_gF_p25,kir_rH_gF_p25_l,kir_rH_gF_p1,kir_rH_gF_p1_l,kir_rH_gF_p50,kir_rH_gF_p50_l,kir_rH_gM_pall,kir_rH_gM_pall_l,kir_rH_gM_p100,kir_rH_gM_p100_l,kir_rH_gM_p75,kir_rH_gM_p75_l,kir_rH_gM_p25,kir_rH_gM_p25_l,kir_rH_gM_p1,kir_rH_gM_p1_l,kir_rH_gM_p50,kir_rH_gM_p50_l,kir_rNA_gP_pall,kir_rNA_gP_pall_l,kir_rNA_gP_p100,kir_rNA_gP_p100_l,kir_rNA_gP_p75,kir_rNA_gP_p75_l,kir_rNA_gP_p25,kir_rNA_gP_p25_l,kir_rNA_gP_p1,kir_rNA_gP_p1_l,kir_rNA_gP_p50,kir_rNA_gP_p50_l,kir_rNA_gF_pall,kir_rNA_gF_pall_l,kir_rNA_gF_p100,kir_rNA_gF_p100_l,kir_rNA_gF_p75,kir_rNA_gF_p75_l,kir_rNA_gF_p25,kir_rNA_gF_p25_l,kir_rNA_gF_p1,kir_rNA_gF_p1_l,kir_rNA_gF_p50,kir_rNA_gF_p50_l,kir_rNA_gM_pall,kir_rNA_gM_pall_l,kir_rNA_gM_p100,kir_rNA_gM_p100_l,kir_rNA_gM_p75,kir_rNA_gM_p75_l,kir_rNA_gM_p25,kir_rNA_gM_p25_l,kir_rNA_gM_p1,kir_rNA_gM_p1_l,kir_rNA_gM_p50,kir_rNA_gM_p50_l
cty21187,"Owen County, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24786,26102,43256,45489,32211,34718,20259,21000,12838,13611,26171,27567,19905,21427,38171,49415,26706,32235,16173,15828,9831,8261,20925,22699,29576,30018,46900,42779,36713,36520,24546,25801,16585,19164,30806,31403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25246,26941,43381,45136,32396,35067,20820,21843,13685,14733,26362,28153,20273,21931,38974,47289,27264,32174,16243,16200,10032,9360,21119,22971,30244,31192,46370,42790,36686,37011,25752,27015,18324,20560,31184,32252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty31003,"Antelope County, NE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35771,35448,54652,52026,42435,42273,31408,31181,24608,25280,36696,36341,31788,31071,44979,58551,36113,40203,28517,25496,23727,18481,31931,31555,39661,39603,73060,50105,50724,44717,33726,36276,23908,31416,41854,40577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35883,36000,55575,53112,42690,43031,31510,31453,24728,25418,36690,36809,31983,31725,44485,58224,36193,40945,28859,25979,24534,19336,32087,32189,39748,39980,76168,51263,50945,45391,33706,36275,23412,30822,41642,40921,,18525,,43958,,29212,,15396,,4161,,22352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty39023,"Clark County, OH",32982,33143,49416,41571,33127,32994,23071,25963,16445,20336,27403,29278,27825,33950,39624,50608,28830,36272,21682,24914,16959,15526,24473,29875,40143,32186,59031,37967,38105,31101,26848,25688,19523,21557,31992,28437,27023,27533,46235,45822,32956,34237,18963,19480,10325,11624,25886,26556,23592,24014,41478,42744,28587,30047,16920,17079,9886,11158,22209,22528,30416,30855,51670,48351,37295,38170,21102,21806,10860,12037,29454,30357,20952,21511,36665,38050,27095,29069,18481,18786,12568,11770,22957,23925,21724,21926,36417,35249,27441,27668,19216,19708,13952,14698,23555,23620,20142,21103,36828,39848,26687,30017,17612,17780,11007,8765,22257,24005,28424,28679,47648,46374,33747,34794,19707,19722,11137,11809,26426,26928,24281,24581,42448,43055,29033,30426,16641,16519,9642,10586,22142,22416,32562,32613,53714,49157,38490,39051,22941,22881,12712,12753,30652,31336,21477,24952,40345,35161,27912,29020,16877,23024,9143,17933,22354,26061,20625,21183,33628,30923,24573,24866,17026,19739,12574,16560,20709,22131,22133,28202,49776,37598,32298,32438,16648,26083,4258,19111,24468,29565,16701,27748,31779,28449,21716,28171,12938,27833,7202,27597,17116,28000,,19562,,49555,,30991,,16841,,7553,,23088,16627,35314,16522,107,16540,14862,16559,48291,16571,150674,16549,29693
cty47099,"Lawrence County, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24349,25424,43258,42774,31579,32753,18902,19584,11086,12571,25176,25905,21037,21260,39866,42803,27512,29091,16242,15126,9445,8672,21334,20931,27435,29256,47647,44082,35649,36472,21332,23580,12248,15657,28740,30330,19353,21765,34198,52857,25944,35612,18464,18668,13330,7020,22346,27110,17139,23249,29487,33050,22810,27800,16673,22280,12847,18693,19882,24991,20807,20659,39761,75891,29054,41925,19607,16855,12655,142,24457,29383,24949,25813,43852,42377,31972,32831,19463,19879,11845,13064,25456,26083,21377,21533,39768,41829,27738,29181,16449,15156,10088,9120,21452,21050,28384,29775,49041,43859,36296,36579,22277,24092,13024,16039,29273,30652,20090,19267,34941,82333,25530,38482,17011,14467,11078,0,21230,26490,21027,13118,29543,649917,23850,38701,19091,9903,16155,0,21420,23090,19308,24125,41552,56394,28458,37662,15781,18833,5714,319,22083,29123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty22083,"Richland Parish, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24111,24569,44982,46523,33713,35482,21776,21617,14245,14106,27668,28244,20375,20207,41587,38522,29397,28438,18384,17870,11725,13053,23393,22312,28088,28673,48324,55813,37799,42978,25492,25020,17449,14323,31803,34216,20417,19557,48300,38049,33564,29594,21524,19930,13072,13281,27775,24761,20327,19126,45008,33855,32222,26806,21183,19377,14008,14713,27002,23024,20525,19969,52390,42278,35196,32441,21985,20468,12148,11560,28737,26556,27943,29308,45524,45378,34480,36265,23170,24399,16010,17903,28564,30031,21478,21675,46546,41017,30157,29277,15551,16159,7205,10565,22013,21707,34623,36754,42934,51552,37883,43838,31965,32079,28034,24867,34892,38096,19920,24040,22085,55416,20445,37497,18968,23283,17889,11626,19700,30414,,,,,,,,,,,,,,25065,,,,,,24754,,0,,43290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty51009,"Amherst County, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28922,29267,44312,49737,33842,36959,22704,21597,15572,13341,28197,28918,26128,26252,40450,48429,30091,33628,20710,19437,14866,12875,24980,25413,31671,32151,48498,50872,37516,40141,24684,23668,16312,13783,31273,32212,26349,26520,46088,46217,33101,34556,22244,22167,14519,13526,27880,28337,26991,26323,49003,46275,34216,34006,22057,22151,14120,14596,28454,27961,25786,26731,42905,46344,31934,35154,22536,22150,15374,12417,27352,28736,30258,30504,44443,50442,34330,37460,23875,21570,17216,13173,28859,29118,26459,26510,39845,48143,29927,33400,20665,18024,15243,11437,24796,24566,34217,34195,50097,51596,38993,41093,27122,25057,19130,14925,32978,33368,22504,24739,39805,49230,27682,33491,16892,19624,9335,8320,22247,26653,,22391,,73983,,37991,,18980,,7546,,27813,,26630,,44120,,32718,,19142,,4868,,26611,,20601,,44740,,30422,,14019,,2895,,22049,,,,,,,,,,,,,,,,,,,,,,,,
cty13223,"Paulding County, GA",35467,26966,67182,45151,43179,32925,32256,23141,25425,15399,36801,27763,31052,17694,28073,38283,29944,25777,31205,14562,32039,5486,30714,19399,39470,33544,649917,53614,65766,39756,33073,30599,17265,23827,44992,35165,26487,26905,39498,38173,30353,30931,20179,21130,13836,15737,25215,25835,21927,22615,33885,34357,25076,26207,16880,17545,11986,13606,20580,21176,30717,30822,44654,41276,35100,35154,23350,24511,15678,17899,29423,30094,21491,22717,35530,31201,26720,26474,18763,20975,13286,17059,22897,23721,20882,22723,29939,31294,24307,26221,19096,20866,15704,17408,21836,23495,22177,22720,41350,30989,29184,26636,18531,21074,10722,16808,24000,23901,27523,28161,40063,39251,30854,31688,20902,21212,14707,15539,25669,26229,22374,22875,34515,35750,25343,26560,16586,16058,11687,11610,20456,20482,32334,33040,45142,42068,35825,36319,25141,26299,17867,19806,30461,31558,29222,26742,51339,27381,35996,26962,24050,26552,15320,26205,29950,26760,24971,22249,39779,23796,29187,22654,20550,21696,15210,21095,24795,22142,33589,30833,65663,30466,42670,30664,27370,30912,15165,31183,34783,30776,26631,20028,39716,23702,29966,21874,21400,19650,15840,18100,25627,20749,,26536,,48431,,33031,,21307,,13496,,26489,,15654,,9845,,12711,,18016,,22036,,15117
cty08079,"Mineral County, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17719,26116,29490,36347,22838,29430,15340,19958,10748,14827,18983,24507,,17591,,36991,,23086,,8795,,2146,,14673,,29710,,37917,,32614,,23148,,17264,,28135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28692,,34150,,29866,,23812,,20479,,26707,,,,,,,,,,,,,,30621,,37552,,33235,,25455,,20384,,29562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty42075,"Lebanon County, PA",40005,36944,70070,51638,42798,39669,30899,31013,23391,24308,35856,35025,36046,33645,68143,44821,39219,35946,26164,28446,17607,22232,31160,31715,44599,41977,84105,64457,48000,45454,35098,34997,27500,27676,40710,40096,32601,33481,47842,49061,36354,38160,24680,25050,17166,17806,30400,31253,27997,29561,42379,46841,31076,33972,20985,21478,14699,15512,25577,26731,36861,37307,53994,51351,41354,42239,27941,28472,19323,20181,34730,35530,25762,25924,32987,19879,28258,23185,23995,26974,20893,29665,26207,25093,23889,25733,29075,18405,25755,22611,22694,26994,20649,29810,24307,24855,27599,26107,34656,21318,29776,23849,25426,27035,22069,29477,27652,25423,33638,34691,47976,49383,36787,38668,25734,25485,18722,18317,30966,31698,28612,30644,41938,47002,31198,34562,21323,21550,15507,15739,25724,27073,38323,38589,54975,51500,42128,42658,29520,29199,21216,20756,35665,36117,23303,24640,41087,38981,30609,31189,21417,23728,14756,17388,25995,27503,21893,21226,42090,35202,29836,26956,19977,20017,13977,15732,24825,23263,24706,28332,39822,42378,31198,35713,22838,27787,15952,19154,27016,32108,24962,28319,18066,69348,21959,42087,25440,20997,27695,6912,23734,31237,,,,,,,,,,,,,,,,,,,,,,,,
cty13267,"Tattnall County, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23026,23345,40159,41886,30515,32271,19821,19535,13198,12753,25115,25650,19571,19368,37387,38892,26465,27744,16397,16101,10348,10792,20944,20963,26525,27036,44097,44568,34790,36476,23279,22817,15757,14513,29233,29975,19070,18582,33001,33225,25485,25879,18662,17342,13954,11579,22202,21590,16162,18343,21058,30380,18310,23922,15852,17112,14298,12979,17129,20434,22644,18877,42290,36998,30994,28466,21234,17689,13931,9781,26243,23164,24972,25929,39702,41808,30833,33027,21234,21084,15220,14677,25832,26799,21518,20886,36175,41778,26661,29316,17597,15478,12515,9547,21622,21309,28407,30502,45716,42200,35835,36394,24562,26289,16901,19741,30178,31592,20194,23546,59488,38649,35436,31137,18432,23937,6386,17812,26879,27580,11607,17174,56123,4516,28649,11072,9388,16424,8,19949,18609,13956,26082,30481,43050,60713,33480,45622,24469,32124,17001,18331,28959,39231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty13111,"Fannin County, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22411,24035,42272,40084,30769,31336,18163,19594,10416,13331,24402,25234,21094,20261,40440,38631,28490,27623,17606,16113,11047,10868,22548,20919,23639,27578,44218,41185,32883,34629,18713,23200,9806,16140,26077,29210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23106,24479,42612,41153,31126,32112,18884,19712,11452,13194,24751,25654,21393,20895,40689,39383,28895,28541,17878,16311,11661,11112,22782,21483,24696,27893,44738,42148,33251,35241,19839,23170,11066,15406,26574,29537,20958,16108,44639,37947,31952,24976,21127,12600,13382,2403,26515,18697,,12865,,17311,,14248,,11691,,10048,,12904,,21132,,41739,,30266,,16279,,1870,,23961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty05085,"Lonoke County, AR",34489,30059,35858,24437,34800,29058,34079,33008,33607,36196,34388,31140,30429,32824,26153,19936,28754,31329,30499,42084,31655,53016,29821,37224,41887,26369,63371,24062,47626,25480,39782,26617,35151,27476,43246,26041,26071,26931,42476,43672,31569,33253,19670,19680,12314,12448,25559,26193,22722,23238,38438,42373,27407,29517,17267,16349,11173,10334,21864,21866,29155,30465,46437,45038,35360,36824,21968,23048,13416,14662,28897,30260,20710,23268,41027,40367,29366,31456,19092,21440,11991,14420,24439,26442,22179,22298,39449,27690,29499,24639,20522,21419,14672,19335,25259,22998,19327,24300,42122,61660,29122,40560,17789,21262,9496,7001,23602,30914,27129,27538,43389,43771,32106,33404,20197,19511,12911,12225,25901,26164,23080,23659,39132,42671,27608,29850,16761,15699,10653,9642,21572,21674,30839,31284,47597,44645,36197,36815,23455,23484,14904,14959,29806,30488,22634,28197,67051,46694,35049,35082,14603,24706,750,15957,24698,29932,25887,19238,83374,45323,38232,28151,17364,14511,4828,6194,27541,20792,19403,34627,53557,42377,31150,37999,12024,32770,0,27211,21417,35609,25523,28976,38037,649917,29196,50195,21357,16726,16258,0,25224,32365,,28393,,649917,,58093,,13243,,0,,30823,,29769,,75383,,47317,,18414,,349,,33301
cty48185,"Grimes County, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27771,28458,48287,47090,36009,36681,23569,23775,15613,16633,29677,29912,23171,24101,39724,42597,29417,31432,20027,20074,14242,14725,24302,24861,32243,32947,57792,51771,42435,42090,27163,27566,17392,18786,34863,35019,21256,21280,35331,39299,27648,30584,20721,20708,15772,13848,24325,25644,21699,22116,35609,37021,28222,29401,21455,21475,16954,16362,25024,25370,20934,20491,35048,39953,27356,30989,20448,19874,15243,11633,23993,25531,32381,31487,48009,46398,37486,37224,27124,25452,20582,19023,32016,31021,25071,26280,40804,43096,30119,32157,20188,20185,14437,14906,24618,25281,39773,37020,54148,50484,44431,42810,34734,30906,28591,23516,39426,37023,26728,30401,41450,48933,32584,37386,24897,27417,19193,19032,28711,32403,23033,23748,38821,45025,28791,31559,20572,20889,15477,14347,24611,25883,30634,37614,47785,47054,37731,41618,28806,35443,21511,29042,33201,38775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty21229,"Washington County, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28281,30492,49144,52960,35970,39025,22741,23194,14379,14603,29243,30682,24998,26021,45607,57475,32035,36002,20234,17837,13006,9494,25604,25464,31263,34519,52768,49866,39515,41430,25047,28354,15693,20443,32434,35080,23700,25415,21585,39759,22371,32352,23078,24045,23588,18067,22712,28183,23497,22900,18126,54216,21005,36575,23648,21240,25396,11656,22259,28730,23990,27740,26497,31258,25010,29505,23674,27281,22646,25568,24358,28409,29633,31382,52142,54427,37269,39884,23336,23325,14643,14499,29940,31120,25926,26881,47489,58353,33013,36910,20361,17663,13098,9421,25999,25817,33041,35545,56883,51270,41186,42357,26178,28727,16182,20146,33531,35741,,22484,,38137,,29751,,21645,,14895,,25755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty28019,"Choctaw County, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27108,23775,53693,41862,38294,32830,23917,20902,14819,14429,30933,26623,23803,20038,41472,39496,30956,28523,21519,17075,15575,11870,25812,21878,30406,27433,76397,47326,47333,38577,26333,24383,13513,15698,36654,31772,22213,20539,58327,24720,37374,22692,22645,20344,12329,18672,30233,21513,21445,19080,39021,25940,29694,22223,21275,18319,15713,15857,25717,20227,23090,21862,649917,26183,49831,24277,24575,21844,6920,19969,36645,23078,31457,26259,46041,43875,37066,34094,28018,21050,22316,14097,32292,27286,25783,20746,39955,42513,30834,29376,22359,14891,17303,8625,26134,20969,37386,31777,57241,47913,44956,39803,33376,26671,26037,18256,38952,33498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty21095,"Harlan County, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21755,19294,40922,37649,30147,28733,18223,16575,10900,10180,24125,22389,17581,14213,37701,32879,25716,22686,14765,12162,8049,7088,19650,16414,25318,23949,43151,40129,33520,33136,21442,20779,13719,13368,27708,27298,16290,12995,10881,17393,13440,14817,15659,11906,17336,9759,14504,13381,19946,15821,22335,14152,21337,15012,20421,15933,19813,16541,20902,15477,13341,9617,,10756,,9686,12568,8304,20281,7242,7366,9011,22372,19813,41328,37731,30396,29029,18628,16810,11496,10477,24268,22646,17743,14434,39343,33661,26373,23410,14295,11926,7301,6765,19555,16622,26311,24710,42502,39375,33444,32990,22723,21541,15480,14274,28095,27603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty05037,"Cross County, AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24781,26411,42721,47286,32415,35655,21239,21169,14206,13381,26764,28092,21574,22079,39536,43147,28353,30373,18123,17371,11958,11433,22771,22840,27572,30436,46588,51102,36281,40648,23902,24704,15825,15055,30281,32950,21292,21130,45271,43596,32239,32563,21209,20449,13462,12092,26942,26499,18818,19288,41207,39436,29277,29112,18583,18445,11790,11870,24227,23687,23485,23291,48691,50668,34828,37287,23703,22649,15228,11718,29383,30024,26679,29192,42918,47317,32677,36413,21875,22492,15098,14991,27041,29113,22799,24127,39851,44797,28438,31453,17725,16983,11689,10803,22491,23130,30061,33714,47180,49586,36807,40893,25202,27199,17326,18475,30968,34290,29782,13742,42922,0,36665,4966,31334,13825,27471,21355,33954,9383,,14801,,3138,,10503,,16586,,20590,,13785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty29055,"Crawford County, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24306,25236,43202,45367,31963,34152,19781,19806,12245,12157,25809,26685,19407,20045,34455,40727,25008,28318,16243,15491,10988,9609,20189,20832,28721,29859,52044,48748,38221,39157,22835,23909,13052,14666,30736,31838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24962,25746,44133,45712,32574,34649,20467,20151,13045,12523,26263,27083,19896,20565,34161,39723,25230,28490,16696,15851,11927,10459,20468,21182,29519,30307,54789,49324,39248,39640,23708,24243,13459,14495,31392,32269,26956,23447,59357,39903,37322,29245,22007,18979,11096,10671,29568,24188,,21786,,43117,,28593,,16798,,9771,,22298,,24171,,20433,,22690,,25514,,28570,,23969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty48293,"Limestone County, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26558,26463,53351,50093,37326,37308,22181,22037,12739,13798,29607,29305,21476,22383,37382,46546,27723,32309,18811,18299,13411,11868,22862,24202,31283,30579,72661,55866,45867,43282,25217,25721,12500,15219,35469,34696,20898,21251,51204,46948,34011,34139,20423,20579,10943,11219,27479,27343,20505,22484,39274,34286,29026,28230,19755,21872,13797,17748,24648,24995,21465,19918,79198,70379,40813,42028,21300,19487,6950,3061,31140,30726,30041,29889,53950,50212,37977,38125,23442,23361,14405,15395,30318,30345,22893,25034,37467,53594,28005,35032,19038,17039,13923,9333,23033,24677,36700,34658,74592,51126,47144,42383,27914,28977,15643,20548,37038,35875,26936,27153,38039,39976,31637,32846,25979,26091,21788,20349,28787,29501,20382,18207,34066,23736,25853,20384,18999,17585,14829,15879,22360,18884,32102,36026,45912,53025,38359,44094,31495,34891,25961,25529,34871,39790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty21051,"Clay County, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20323,20271,42966,40112,30683,30525,17283,17625,9058,10817,23909,23816,19368,18172,46675,42512,30508,28919,16487,15050,7972,8635,22847,20810,21211,22228,40972,39712,30991,32582,18150,19923,10105,12387,24827,26607,16272,17499,33126,44135,24334,29553,16387,13611,10965,2575,20486,21444,,,,,,,,,,,,,,,,,,,,,,,,,20819,20758,44629,39726,31468,30600,17654,17925,9287,11334,24269,23998,19821,18462,48132,41291,31333,28850,16609,15015,8240,9052,23157,20820,21752,22872,42178,39864,31503,32935,18708,20526,10383,12759,25139,27101,,10150,,41812,,22729,,4843,,0,,13821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty13061,"Clay County, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20186,19152,36920,33644,28408,27120,18792,18099,12892,13357,23548,22421,15855,18241,17295,31014,16391,24417,15573,17389,15068,14188,15943,20327,24527,20007,55112,35955,38854,29865,21572,18803,10660,12270,30446,24649,15260,18062,21543,42517,18233,31203,15345,18611,13367,9994,16819,24906,14473,19002,25568,63512,19795,38703,14652,20052,11341,8471,17297,29128,16398,17237,18553,29422,17532,24124,16629,17358,15951,12457,17088,20779,30889,20209,35284,33050,32301,26064,29038,16138,26971,11014,30590,20852,21508,15420,16763,22891,19953,18632,23020,13976,24833,11914,21660,15885,37707,27346,54814,42490,43147,34763,31678,21252,24254,12771,37246,28396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty47057,"Grainger County, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20992,23204,37813,45225,28494,33428,17999,18257,11583,10216,23187,25538,17533,19235,35142,42431,24515,28828,14755,14946,8787,8515,19097,20707,24407,26782,41349,47278,32523,37412,21268,21282,14059,11657,27112,29731,,21813,,,,,,24184,,31697,,18894,,,,,,,,,,,,,,,,,,,,,,,,,21708,23697,38520,44841,29095,33570,18779,18600,12538,10771,23720,25769,17932,19771,34427,41003,24535,28846,15161,15288,9843,9468,19259,20989,25515,27238,43412,47231,33758,37565,22419,21595,14809,11608,28100,29989,,21728,,32095,,26352,,20688,,15959,,23558,,19050,,,,,,18972,,13223,,23462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty46061,"Hanson County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36418,36603,52082,50674,41951,41629,32397,31110,26511,25490,36992,36018,32479,29219,40849,55104,35162,36887,30108,21122,26931,13756,32385,27719,40391,43536,86650,45268,52916,44281,32199,42535,20366,41486,41910,43446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37197,37129,51133,50865,42138,42055,33705,31534,28615,26018,37633,36424,32758,29539,39666,54694,35035,37443,30771,21271,28264,14192,32654,28099,41793,44104,89660,46609,54403,45284,34664,42950,23425,41496,43477,44168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
